id,coveredLines
10154,4.254041710498601
9299,2.9976537166759316
9885,1.250545995690395
9622,6.1504813031792125
9520,5.579197533394847
9543,2.872334267782518
9388,1.0816761288638073
9494,10.448191832498487
9467,8.640233979718037
9815,4.883840456609671
9507,3.1145429760723116
9774,3.0379188785403066
9367,14.825924143337474
10139,38.8591652257627
9658,11.275983798785642
9609,4.0228986414452095
9614,5.020499374234788
10189,15.869416434081007
10158,3.4059577703422743
9714,30.80417434891768
9995,8.881246476383755
9857,4.9979343386941695
10178,6.031446126454247
9562,2.61373754906844
9326,11.652615482756424
10077,14.138849260271819
9466,5.315047906331274
10001,3.021419767530899
10075,7.7670222554686115
9564,2.6147933784660236
9486,12.032941344293098
9355,6.904874439878181
10078,12.909948555262861
9950,2.250655769392168
9747,32.45811159085722
9459,6.145351747689205
9417,14.017196403080149
9891,11.528095396221618
10134,8.97518605080677
9635,10.350742981556081
9422,0.9605515551732745
9750,29.82500434560462
10177,5.346489852211022
9959,38.32644013369163
9393,5.882409684674298
9733,80.37007820680171
9718,27.500373147500923
9659,6.209909736077709
9910,12.040005307982948
9823,3.406161456147453
10081,3.799611615985786
9991,10.227897585783374
9700,6.683159176884675
10172,10.380904668495464
9534,5.404789227784235
9688,4.937321208417792
9293,4.589529269424016
9288,6.696254043797267
9403,9.761196497189164
10210,11.153616599576273
9759,1.374591344745159
9330,8.491016180316013
9956,21.262092494678562
9533,5.408111785804017
10192,9.658770514577585
9988,11.728120909393603
9692,2.67438799369023
9840,6.5281317648738435
9871,5.72043055069285
10185,17.429376956424875
9967,24.183984065650076
9694,2.7358578226990646
9321,4.877846113068511
9827,4.042402899821434
9920,11.54237025234886
9465,7.745026859702487
9518,4.708017992842691
9362,3.015613584815833
10195,16.20747576632214
10007,2.9373097210886208
9883,1.3152982458254334
10205,14.557314735206655
10104,23.711984724206857
9547,5.650632101759881
10191,9.758531174937962
10033,4.635143625080422
10221,4.6744493501211615
9673,4.477498198872727
9338,4.710011274079479
9483,8.899200249425084
9992,8.377028979313536
9306,3.3561608616707677
9675,4.977330900972461
10176,4.0648897492452765
9329,8.629172382716497
9292,4.216770648462795
9940,14.757041919563411
9674,4.977849896834898
9748,32.41609084156674
10025,5.072627222057143
9428,3.3116225637953964
9924,15.08628248030466
9503,3.2577303213487547
9683,1.9403446050337856
9555,5.804773445874421
9309,13.611241808074306
10216,12.258479401268817
10029,3.9267223743457422
9491,13.759125961550886
10016,8.642487949034962
9424,4.580787769349593
9851,2.895282267274573
10128,20.898766883934776
9627,4.681499506016669
9514,13.955724538701963
9751,45.93682760722844
9754,2.4623216248220423
10208,19.11045321416953
9773,3.4741181153328156
9451,3.2077521765786137
9870,5.663366469136079
9987,12.294561670897721
9337,21.6361763142857
10156,1.9379435076825482
9542,2.8696661412141493
9732,36.629851984944025
10017,1.6716129892990874
9909,6.486511994050708
9381,1.0216167058195131
9918,11.818229400297616
10148,3.3434548651117852
9436,5.988865374664364
9923,11.720926703006565
10093,24.873208353254093
9364,2.356348730860759
9901,3.8107586146489885
10082,4.553498195434463
10069,3.789654380227395
10056,10.13292680294494
9856,3.6561169990444893
9550,0.5010080488827992
9964,29.17897337561161
9318,3.862502583934199
10006,3.8775423953374895
10076,11.74473918991655
9875,15.179771141252457
10010,5.081710230173774
9811,4.883653288176095
10170,6.366800483554506
9548,6.118018256835699
10199,21.779126286075368
9962,33.50969795446687
9285,4.804399021008303
9519,9.61020240463135
9569,3.154400625551704
9351,16.590911406170992
9877,14.663232366791656
9522,4.711415764006114
9320,3.9264107429918567
9342,5.211424252478863
10215,13.151967153187767
9420,1.367203730517362
9647,10.069466394551426
10140,26.774455817818872
9324,3.866633256160313
9598,7.911341271526946
10152,20.20995199721522
9677,2.137660444303446
9853,3.0729058188157277
9986,11.27903705961808
9408,3.581975650499631
9766,12.932370787442988
9461,6.947226951349745
9498,1.8853461312979387
9762,4.0327678497488675
9567,2.579956535993725
10196,14.244817496151684
9900,3.875447861537245
9497,1.8730020747844076
9728,44.63714290342708
9952,8.874074459707938
9340,6.373339021392966
9630,2.290276024313493
9842,6.0252940228674365
9846,4.850920784119335
9830,8.376489421547973
9444,7.564316159959737
9765,6.203527152275417
9334,4.562508181580107
9516,11.647541827820785
9566,2.037752026466766
9957,14.995439631078336
9872,5.721960628342767
10105,57.95219171057092
9411,12.391405602550844
9784,13.340864349488905
10012,7.109581835605095
