id,coveredLines
13714,1.8837497
11397,1.6308361
5953,1.4327455
4375,1.6057436
8747,3.0401905
11744,1.3365293
9596,2.4214602
11316,1.8945229
1769,1.4341295
950,2.4152923
12432,1.378555
13934,1.8272347
9424,1.6696155
6695,1.6127377
6610,1.5459608
256,1.7043867
1609,3.0697505
4376,1.4726964
6287,1.4569703
2217,1.3676949
8077,1.658138
4541,1.679075
952,2.3779206
4044,1.6169655
13443,1.8180009
4319,1.5343301
7520,2.5509915
5824,1.5557971
9310,1.5979086
5344,1.7693474
12714,2.6350918
4168,1.4101872
8771,1.8070524
10391,2.0626578
8697,2.6600657
13083,1.8353293
7131,1.6126838
12777,1.7255743
7144,2.1060162
13492,2.1350994
3907,1.6528957
6216,1.4482105
4797,1.4591739
10799,1.8595681
6045,1.915472
12814,1.8810375
561,1.9513934
3841,1.8321347
12493,2.005076
6929,2.4947314
10498,3.198996
5103,1.435051
2031,1.705199
11499,1.3066168
5589,1.4725314
5891,2.6696367
8403,2.1659536
8373,1.9742436
7108,1.3090237
8222,1.764038
8084,1.9252343
6000,1.6341166
5270,1.5384178
5524,1.8159448
10541,2.8018708
501,1.3578213
12369,1.7125419
8051,1.7660761
11342,1.2318498
3633,1.3240254
8124,2.4819298
5597,1.946692
3800,1.3521109
4212,2.0805216
5308,1.7281867
1312,1.6717436
3663,1.6757014
6060,1.81408
10369,2.5304909
9548,1.8187516
9444,1.5647318
11968,1.8623905
1205,2.542882
4359,1.4644476
13920,1.7960901
11948,2.670332
5005,1.8384151
5614,2.1517735
6106,1.6034096
4129,1.528129
9837,1.6028138
541,2.1592593
12241,1.5150713
13381,1.889975
6338,1.654516
8470,1.9975045
7317,2.1780016
596,1.7748055
7286,2.2978077
8759,2.044799
9408,1.5209394
9508,2.0864174
4070,1.5453229
14093,1.6881481
685,2.2618606
5175,1.932318
8383,1.7792361
9629,1.6482129
7957,1.6659387
7514,2.5192227
4112,1.5817816
7160,2.0022454
5029,1.6284454
10000,1.5981467
14016,2.6805534
4351,1.5381829
5723,1.6041502
857,1.6508138
11478,2.237379
12401,1.8493048
13090,1.9597015
13621,2.5020957
13113,2.2571564
4606,1.5769082
1868,1.6030499
8595,1.9310529
11343,1.2141176
13278,1.681844
887,1.4955947
4517,1.4711783
1472,2.459404
966,2.4223635
707,2.753376
3819,1.5913539
4501,1.6131854
6644,1.4635355
13811,1.9685719
618,1.9135604
4828,1.7207832
6241,1.7202959
13526,1.7123407
3757,1.5842977
1683,1.326825
10183,1.5908135
9848,1.5649817
6825,1.6994653
10013,1.5883757
11547,1.3944229
7826,2.047395
3929,1.8265021
8177,2.3418393
11430,1.2492814
5211,1.9387753
1336,1.6080658
3620,1.708719
10035,1.9267225
8390,1.9809711
4291,1.6844821
13857,2.1668594
13198,2.4646685
2193,2.3035882
8533,1.4486752
10345,1.9301909
12152,1.504372
6508,1.6464219
1662,1.3759358
4202,2.1679897
2013,1.8589302
2016,1.9403147
10318,3.043826
10195,1.9134624
2096,1.3887289
4217,2.130666
9517,2.0561044
4278,1.4732339
10790,1.997453
1480,2.1847377
11496,2.5353348
7915,2.3046458
8326,2.742456
150,3.606524
6903,1.3691211
9442,1.64763
13998,1.7206614
8643,2.2050653
84,1.713619
10472,2.0652092
8245,1.5589503
8549,2.2540402
436,1.7403202
6247,1.7816441
11139,1.6889257
4937,2.1383724
12574,1.1051024
13785,1.6600701
13667,1.7447234
11498,2.025662
4165,1.710917
7870,2.0849223
5560,1.8862114
6742,1.8721342
4556,1.6317308
8624,2.9684176
4542,1.5172553
4264,1.4532319
621,1.7683597
884,1.6243169
12821,1.4610052
10845,1.800387
5231,2.0855603
6835,1.6295613
5225,1.610971
12727,1.5670285
6540,1.9362335
102,2.9469976
4872,1.5801431
13313,1.6245427
9087,2.3312807
3886,1.4987816
4386,1.470715
4203,2.2679596
667,1.6185322
12770,1.8819308
4233,1.3770409
5506,1.4278268
8409,1.6104444
3933,1.5862329
7684,2.5863152
6777,1.9712851
8692,1.8862177
4536,1.45429
5373,1.6162322
5006,1.314578
6361,1.4461865
4029,1.5352362
10381,1.8689528
4340,2.661425
9622,1.3837512
1551,1.4379742
807,1.5377954
13900,2.0667453
3666,1.5738659
13040,1.7553132
3903,1.7211976
8500,3.26858
9449,1.5690718
1469,1.8154297
6230,1.4461337
12666,1.5291082
4461,1.5340064
8153,1.9027311
13805,2.099267
11824,1.788085
13401,1.7097144
5063,2.264875
10284,1.5300057
2149,1.634299
5832,1.4373184
2360,2.7744129
11285,1.2160126
6696,1.6127014
151,3.5305557
5508,1.4278216
1862,2.0823662
5932,2.3513288
5422,1.8939826
9680,1.6558243
10653,3.1037717
13124,2.4064956
511,1.4059646
8246,1.5333543
2332,1.7651918
3943,1.9736307
13928,1.879889
9069,1.7930802
11995,3.2865305
10405,2.3510163
9811,1.5213304
432,1.5506347
10559,2.2218223
4698,1.4206116
12447,1.7271283
9761,1.4990184
185,3.4065824
6995,2.1718092
7137,1.6294756
1767,1.3876764
483,1.4755075
13764,1.3501474
10513,4.2095456
12984,1.419361
13781,2.074819
9346,2.1431656
10077,1.7976577
1319,1.7033397
8032,1.6777058
11903,1.8881207
9370,1.6632438
9470,1.9412379
8312,2.0193405
4699,1.6111594
11774,2.0357766
10544,2.3642838
1492,2.4644508
7635,3.021615
4616,1.5028199
12587,2.449804
8744,3.0407588
6251,1.4464078
4816,1.6893333
5419,2.3250794
5092,1.579256
10829,2.346406
7005,1.7858157
438,2.4528294
8773,1.67853
8152,1.9446189
633,2.4515915
1752,1.455406
4348,1.4258469
3994,2.810061
9348,2.3810525
12850,1.7459465
2236,2.2022343
10752,1.684082
4277,1.4536501
9318,1.8622668
1308,1.3680351
13661,1.9340857
6180,1.7779104
6004,1.7150679
5318,1.5697963
1897,1.5769482
5311,2.0996256
10423,2.001226
6336,1.6545947
9640,2.129824
5173,1.8507948
1721,2.197155
1762,1.640358
13799,1.660316
8701,2.6564074
3989,1.5168892
527,1.8137126
5844,2.5313272
4169,1.6106739
7927,1.3026819
14051,1.6770785
1045,1.9495686
3984,1.7657838
1366,1.7903118
284,1.5821942
8035,1.8283026
8120,2.6195798
10439,2.2392914
1066,2.331339
3838,1.8449316
4557,1.4834081
12874,1.710037
8543,1.6175817
1914,2.5411477
8858,2.2296987
13731,2.0576148
10683,2.2395291
11731,1.7757361
8789,1.8306305
4293,1.6670752
5739,1.382847
4902,1.9097819
9728,2.4639003
8427,1.762548
739,1.7479857
10997,2.7710748
10447,2.6384432
6129,1.4694436
1790,1.9347315
2166,2.44526
5737,1.8381776
11838,1.7949226
7169,3.5601826
11211,1.2555403
8571,2.0675044
10652,3.1192927
4076,1.548252
1626,2.2735345
926,1.1892972
11653,1.5675617
4276,1.5168937
1641,1.6670063
8717,2.5590935
8752,1.7185886
10638,2.6366935
1534,1.6647818
12791,1.9710331
9788,1.9792895
10430,2.3822594
5309,1.8401365
6646,1.5748734
13327,1.5234839
5135,1.5432501
2252,2.2622018
5493,1.7110903
4335,1.5965326
1899,1.3645535
12471,1.5494039
5502,1.854572
3718,1.9274193
1916,2.5995178
13682,1.9072552
9676,1.7322171
1536,2.077383
3940,1.5318106
11318,1.91349
1816,2.6614065
10372,2.3581219
12136,1.9512634
11288,1.5098644
3739,1.6133567
13463,2.1280894
8268,1.8012799
10075,1.7513578
4268,1.6312395
7832,1.8180735
4319,1.5343301
9533,1.7751276
3866,1.802311
5323,2.233213
9803,1.6328831
13681,1.6885633
4462,1.5165868
7693,2.5654414
