Unnamed: 0,id,nameProject,testCase,isFlaky,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,numCoveredLines,ExecutionTime,projectSourceLinesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
4181,4618,incubator-dubbo,org.apache.dubbo.cache.cachetest.testcachefactory,False,0.0621761658031088,0.0,0.0430042493358854,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0003834723420573,7.0506944934e-05,0.0,0.0,0.0034305317324185,0.003257328990228,0.0,0.0007182940516273,0.0043041606886657,0.0018309871414617,0.0,0.0,1.0,0.04614370468029,0.0,12.0,0.07,18,0,0,0,0,1,1,1,1,2
4182,5814,incubator-dubbo,org.apache.dubbo.cache.support.expiring.expiringcachefactorytest.testlrucachefactory,False,0.0155440414507772,0.125,0.0,0.0212765957446809,0.0,0.0,0.0,0.0,0.0,0.0,0.0005432524845812,0.0,0.0086206896551724,0.046875,0.0017152658662092,0.001628664495114,0.0,0.0008529741863075,0.0071736011477761,0.0029086520947801,0.0,0.0,0.0,0.04614370468029,0.0,6.0,0.049,21,0,0,0,0,0,0,1,1,0
4183,5823,incubator-dubbo,org.apache.dubbo.cache.support.jcache.jcachefactorytest.testjcachefactory,False,0.0155440414507772,0.125,0.0,0.0212765957446809,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752085130859,0.0,0.0086206896551724,0.046875,0.0017152658662092,0.001628664495114,0.0,0.0008529741863075,0.0071736011477761,0.0029086520947801,0.0,0.0,0.0,0.04614370468029,0.0,9.0,0.011,19,0,0,0,0,0,0,1,1,0
4184,5824,incubator-dubbo,org.apache.dubbo.cache.support.jcache.jcachefactorytest.testjcachegetexpired,False,0.0414507772020725,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0005752085130859,0.0,0.0086206896551724,0.046875,0.0017152658662092,0.001628664495114,0.0,0.0008529741863075,0.0071736011477761,0.0029086520947801,0.0,0.0,0.0,0.04614370468029,0.0,5.0,7.956,10,0,0,0,0,0,0,1,1,0
4185,5812,incubator-dubbo,org.apache.dubbo.cache.support.lru.lrucachefactorytest.testlrucachefactory,False,0.0155440414507772,0.125,0.0,0.0212765957446809,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752085130859,0.0,0.0086206896551724,0.046875,0.0017152658662092,0.001628664495114,0.0,0.0008529741863075,0.0071736011477761,0.0029086520947801,0.0,0.0,0.0,0.04614370468029,0.0,3.0,0.079,14,0,0,0,0,0,0,1,1,0
4186,5826,incubator-dubbo,org.apache.dubbo.cache.support.threadlocal.threadlocalcachefactorytest.testthreadlocalcachefactory,False,0.0155440414507772,0.125,0.0,0.0212765957446809,0.0,0.0,0.0,0.0,0.0,0.0,0.0005752085130859,0.0,0.0086206896551724,0.046875,0.0017152658662092,0.001628664495114,0.0,0.0008529741863075,0.0071736011477761,0.0029086520947801,0.0,0.0,0.0,0.04614370468029,0.0,3.0,0.065,16,0,0,0,0,0,0,1,1,0
4187,5247,incubator-dubbo,org.apache.dubbo.common.beanutil.javabeanserializeutiltest.test_circular_reference,False,0.0984455958549223,0.125,0.223622096546604,0.0212765957446809,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0141884766561212,0.0095889445110343,0.0258620689655172,0.203125,0.0360205831903945,0.0276872964169381,0.0,0.0105499438832772,0.0315638450502152,0.0193923230822155,0.0,0.0,0.0,0.04614370468029,0.0,3.0,0.005,26,0,0,0,0,0,1,1,1,0
4188,5248,incubator-dubbo,org.apache.dubbo.common.beanutil.javabeanserializeutiltest.testbeanserialize,False,0.202072538860104,0.125,0.517126098264022,0.276595744680851,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0141884766561212,0.0095889445110343,0.0258620689655172,0.203125,0.0360205831903945,0.0276872964169381,0.0,0.0105499438832772,0.0315638450502152,0.0193923230822155,0.0,0.0,0.0,0.04614370468029,0.0,3.0,0.0,47,0,0,0,0,0,1,1,1,0
4189,5245,incubator-dubbo,org.apache.dubbo.common.beanutil.javabeanserializeutiltest.testconstructorarg,False,0.0932642487046632,0.0,0.970990623525492,0.361702127659574,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0141884766561212,0.0095889445110343,0.0258620689655172,0.203125,0.0360205831903945,0.0276872964169381,0.0,0.0105499438832772,0.0315638450502152,0.0193923230822155,0.0,0.0,0.0,0.04614370468029,0.0,17.0,0.003,35,0,0,0,0,0,1,1,1,0
4190,5246,incubator-dubbo,org.apache.dubbo.common.beanutil.javabeanserializeutiltest.testdeserialize_array,False,0.227979274611399,0.25,0.360280019589296,0.319148936170213,0.0,0.119047619047619,0.0,0.0,0.142857142857143,0.0,0.0141884766561212,0.0095889445110343,0.0258620689655172,0.203125,0.0360205831903945,0.0276872964169381,0.0,0.0105499438832772,0.0315638450502152,0.0193923230822155,0.0,0.0,0.0,0.04614370468029,0.0,25.0,0.01,68,0,0,0,0,0,1,1,1,0
4191,5236,incubator-dubbo,org.apache.dubbo.common.beanutil.javabeanserializeutiltest.testdeserialize_containsproperty,False,0.0155440414507772,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141884766561212,0.0095889445110343,0.0258620689655172,0.203125,0.0360205831903945,0.0276872964169381,0.0,0.0105499438832772,0.0315638450502152,0.0193923230822155,0.0,0.0,0.0,0.04614370468029,0.0,1.0,0.001,2,0,0,0,0,0,1,1,1,0
4192,5243,incubator-dubbo,org.apache.dubbo.common.beanutil.javabeanserializeutiltest.testdeserialize_get_and_set,False,0.0310880829015544,0.125,0.239595087469783,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0141884766561212,0.0095889445110343,0.0258620689655172,0.203125,0.0360205831903945,0.0276872964169381,0.0,0.0105499438832772,0.0315638450502152,0.0193923230822155,0.0,0.0,0.0,0.04614370468029,0.0,5.0,0.0,7,0,0,0,0,0,1,2,2,0
