Unnamed: 0,id,nameProject,testCase,isFlaky,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,numCoveredLines,ExecutionTime,projectSourceLinesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
0,9879,logback,ch.qos.logback.classic.asyncappendertest.eventwaspreparedfordeferredprocessing,False,0.06735751,0.125,0.1197975,0.06382979,0.0,0.0,0.0,0.0,0.04761905,0.0,0.001342153,0.0,0.0,0.03125,0.01372213,0.01302932,0.007782101,0.006554433,0.03778097,0.02099178,0.0,0.0,0.0,0.0461437,0.0,17.0,0.2,46,0,0,0,0,0,0,1,3,2
1,9880,logback,ch.qos.logback.classic.asyncappendertest.settingincludecallerdatapropertycausedcallerdatatobeincluded,False,0.05699482,0.125,0.09317589,0.06382979,0.0,0.02380952,0.0,0.0,0.02380952,0.0,0.001342153,0.0,0.0,0.03125,0.01372213,0.01302932,0.007782101,0.006554433,0.03778097,0.02099178,0.0,0.0,0.0,0.0461437,0.0,13.0,0.022,31,0,0,0,0,0,0,1,3,0
2,9818,logback,ch.qos.logback.classic.boolex.geventevaluatortest.callerdata,False,0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,5.0,0.276,18,0,0,0,0,0,0,1,2,0
3,9811,logback,ch.qos.logback.classic.boolex.geventevaluatortest.event,False,0.02072539,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,6.0,0.096,15,0,0,0,0,0,0,1,2,0
4,9813,logback,ch.qos.logback.classic.boolex.geventevaluatortest.level,False,0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,5.0,5.436,29,0,0,0,0,0,0,1,3,0
5,9815,logback,ch.qos.logback.classic.boolex.geventevaluatortest.marker,False,0.02072539,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,6.0,0.122,15,0,0,0,0,0,0,1,2,0
6,9817,logback,ch.qos.logback.classic.boolex.geventevaluatortest.mdc,False,0.02590674,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,9.0,0.194,18,0,0,0,0,0,0,1,2,2
7,9812,logback,ch.qos.logback.classic.boolex.geventevaluatortest.msgregex,False,0.02072539,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,6.0,0.375,15,0,0,0,0,0,0,1,2,0
8,9814,logback,ch.qos.logback.classic.boolex.geventevaluatortest.nullmarker,False,0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,5.0,0.132,14,0,0,0,0,0,0,1,2,0
9,9816,logback,ch.qos.logback.classic.boolex.geventevaluatortest.nullmdc,False,0.01554404,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364746,0.0,0.00862069,0.09375,0.02058319,0.0276873,0.02529183,0.01315376,0.04160689,0.02617905,0.0,0.0,0.0,0.0461437,0.0,8.0,0.747,17,0,0,0,0,0,0,1,2,0
